etapa,manzana,lote,area,precio,ubicacion
3,V,20,90.0,19350.0,MEDIANERO
3,V,21,90.0,19350.0,MEDIANERO
3,V,22,90.0,19350.0,MEDIANERO
3,V,23,90.0,19350.0,MEDIANERO
3,V,24,90.0,19350.0,MEDIANERO
3,V,25,90.0,19350.0,MEDIANERO
3,V,26,90.0,19350.0,MEDIANERO
3,X,1,90.0,21600.0,ESQUINA
3,X,2,90.0,19350.0,MEDIANERO
3,X,3,90.0,19350.0,MEDIANERO
3,X,4,90.0,19350.0,MEDIANERO
3,X,5,90.0,21600.0,ESQUINA
3,X,6,90.0,19350.0,MEDIANERO
3,X,7,90.0,19350.0,MEDIANERO
3,X,8,90.0,19350.0,MEDIANERO
3,X,9,90.0,19350.0,MEDIANERO
3,X,10,90.0,19350.0,MEDIANERO
3,X,11,90.0,19350.0,MEDIANERO
3,X,12,90.0,19350.0,MEDIANERO
3,X,13,90.0,19350.0,MEDIANERO
3,X,14,90.0,21600.0,ESQUINA
3,X,15,90.0,19350.0,MEDIANERO
3,X,16,90.0,19350.0,MEDIANERO
3,X,17,90.0,19350.0,MEDIANERO
3,X,18,90.0,21600.0,ESQUINA
3,X,19,90.0,19350.0,MEDIANERO
3,X,20,90.0,19350.0,MEDIANERO
3,X,21,90.0,19350.0,MEDIANERO
3,X,22,90.0,19350.0,MEDIANERO
3,X,23,90.0,19350.0,MEDIANERO
3,X,24,90.0,19350.0,MEDIANERO
3,X,25,90.0,19350.0,MEDIANERO
3,X,26,90.0,19350.0,MEDIANERO
3,Y,1,90.0,19350.0,MEDIANERO
3,Y,2,90.0,19350.0,MEDIANERO
3,Y,3,90.0,19350.0,MEDIANERO
3,Y,4,90.0,19350.0,MEDIANERO
3,Y,5,90.0,19350.0,MEDIANERO
3,Y,6,90.0,19350.0,MEDIANERO
3,Y,7,90.0,19350.0,MEDIANERO
3,Y,8,90.0,21600.0,ESQUINA
3,Y,9,90.0,19350.0,MEDIANERO
3,Y,10,90.0,19350.0,MEDIANERO
3,Y,11,90.0,19350.0,MEDIANERO
3,Y,12,90.0,21600.0,ESQUINA
3,Y,13,90.0,19350.0,MEDIANERO
3,Y,14,90.0,19350.0,MEDIANERO
3,Y,15,90.0,19350.0,MEDIANERO
3,Y,16,90.0,19350.0,MEDIANERO
3,Y,17,90.0,19350.0,MEDIANERO
3,Y,18,90.0,19350.0,MEDIANERO
3,Y,19,90.0,19350.0,MEDIANERO
3,Z,1,90.0,16920.0,ESQUINA
3,Z,2,90.0,14940.0,MEDIANERO
3,Z,3,90.0,14940.0,MEDIANERO
3,Z,4,90.0,14940.0,MEDIANERO
3,Z,5,90.0,16920.0,ESQUINA
3,Z,6,90.0,14940.0,MEDIANERO
3,Z,7,90.0,14940.0,MEDIANERO
3,Z,8,90.0,14940.0,MEDIANERO
3,Z,9,90.0,14940.0,MEDIANERO
3,Z,10,90.0,14940.0,MEDIANERO
3,Z,11,90.0,14940.0,MEDIANERO
3,Z,12,90.0,14940.0,MEDIANERO
3,Z,13,90.0,14940.0,MEDIANERO
3,Z,14,90.0,16920.0,ESQUINA
3,Z,15,90.0,14940.0,MEDIANERO
3,Z,16,90.0,14940.0,MEDIANERO
3,Z,17,90.0,14940.0,MEDIANERO
3,Z,18,90.0,16920.0,ESQUINA
3,Z,19,90.0,14940.0,MEDIANERO
3,Z,20,90.0,14940.0,MEDIANERO
3,Z,21,90.0,14940.0,MEDIANERO
3,Z,22,90.0,14940.0,MEDIANERO
3,Z,23,90.0,14940.0,MEDIANERO
3,Z,24,90.0,14940.0,MEDIANERO
3,Z,25,90.0,14940.0,MEDIANERO
3,Z,26,90.0,14940.0,MEDIANERO
3,A',1,97.06,18247.28,ESQUINA
3,A',2,90.12,14959.92,MEDIANERO
3,A',3,103.68,19491.84,ESQUINA
3,A',4,115.03,19094.98,MEDIANERO
3,A',5,90.04,14946.64,MEDIANERO
3,A',6,90.04,14946.64,MEDIANERO
3,A',7,91.9,15255.4,MEDIANERO
3,A',8,91.9,17277.2,ESQUINA
3,A',9,90.16,16950.08,ESQUINA
3,A',10,115.47,19168.02,MEDIANERO
3,A',11,90.03,14944.98,MEDIANERO
3,A',12,105.55,17521.3,MEDIANERO
3,B',1,90.0,16920.0,ESQUINA
3,B',2,90.0,14940.0,MEDIANERO
3,B',3,90.0,14940.0,MEDIANERO
3,B',4,90.0,14940.0,MEDIANERO
3,B',5,90.0,14940.0,MEDIANERO
3,B',6,90.0,16920.0,ESQUINA
3,B',7,115.2,19123.2,MEDIANERO
3,B',8,115.2,19123.2,MEDIANERO
3,B',9,115.2,19123.2,MEDIANERO
3,B',10,115.2,19123.2,MEDIANERO
3,B',11,106.21,19967.48,ESQUINA
3,B',12,93.61,15539.26,MEDIANERO
3,B',13,101.13,16787.58,MEDIANERO
3,B',14,123.76,23266.88,ESQUINA
3,B',15,115.2,19123.2,MEDIANERO
3,B',16,115.2,19123.2,MEDIANERO
3,B',17,115.2,19123.2,MEDIANERO
3,B',18,115.2,19123.2,MEDIANERO
3,C',1,125.51,26357.1,ESQUINA
3,C',2,90.0,17100.0,MEDIANERO
3,C',3,90.0,17100.0,MEDIANERO
3,C',4,90.0,17100.0,MEDIANERO
3,C',5,90.0,19800.0,ESQUINA
3,C',6,90.0,18450.0,MEDIANERO
3,C',7,90.0,18450.0,MEDIANERO
3,C',8,90.0,18450.0,MEDIANERO
3,C',9,108.0,23760.0,ESQUINA
3,C',10,97.2,18468.0,MEDIANERO
3,C',11,97.2,18468.0,MEDIANERO
3,C',12,94.72,19891.2,ESQUINA
3,C',13,90.81,17253.9,MEDIANERO
3,D',1,109.74,24142.8,ESQUINA
3,D',2,90.0,18000.0,MEDIANERO
3,D',3,90.0,18000.0,MEDIANERO
3,D',4,90.0,19800.0,ESQUINA
3,D',5,90.0,18000.0,MEDIANERO
3,D',6,90.0,18000.0,MEDIANERO
3,D',7,90.0,18000.0,MEDIANERO
3,D',8,90.0,18000.0,MEDIANERO
3,D',9,90.0,18000.0,MEDIANERO
3,D',10,90.0,18000.0,MEDIANERO
3,D',11,90.0,18000.0,MEDIANERO
3,D',12,90.0,18000.0,MEDIANERO
3,D',13,90.0,18000.0,MEDIANERO
3,D',14,90.0,18000.0,MEDIANERO
3,D',15,90.0,18000.0,MEDIANERO
3,D',16,90.0,19800.0,ESQUINA
3,D',17,107.16,23575.2,ESQUINA
3,D',18,90.64,18128.0,MEDIANERO
3,D',19,102.4,20480.0,MEDIANERO
3,D',20,90.72,18144.0,MEDIANERO
3,D',21,90.29,18058.0,MEDIANERO
3,D',22,91.21,18242.0,MEDIANERO
3,D',23,94.71,18942.0,MEDIANERO
3,D',24,100.57,20114.0,MEDIANERO
3,D',25,106.43,21286.0,MEDIANERO
3,E',1,90.03,20706.9,ESQUINA
3,E',2,118.8,23760.0,MEDIANERO
3,E',3,90.0,20700.0,ESQUINA
3,E',4,90.0,18000.0,MEDIANERO
3,E',5,90.0,18000.0,MEDIANERO
3,E',6,90.0,18000.0,MEDIANERO
3,E',7,90.0,18000.0,MEDIANERO
3,E',8,144.0,33120.0,ESQUINA
3,E',9,118.8,23760.0,MEDIANERO
3,E',10,113.59,22718.0,MEDIANERO
3,E',11,106.96,24600.8,ESQUINA
3,E',12,95.27,19054.0,MEDIANERO
3,E',13,90.1,18020.0,MEDIANERO
3,E',14,90.22,18044.0,MEDIANERO
3,F',1,90.14,22535.0,ESQUINA
3,F',2,90.0,20700.0,MEDIANERO
3,F',3,90.0,20700.0,MEDIANERO
3,F',4,90.0,20700.0,MEDIANERO
3,F',5,90.0,22535.0,ESQUINA
3,F',6,90.0,20700.0,MEDIANERO
3,F',7,90.0,20700.0,MEDIANERO
3,F',8,90.0,20700.0,MEDIANERO
3,F',9,90.0,22535.0,ESQUINA
3,F',10,90.0,20700.0,MEDIANERO
3,F',11,90.0,20700.0,MEDIANERO
3,F',12,90.0,20700.0,MEDIANERO
3,F',13,113.21,22535.0,ESQUINA
3,F',14,90.38,20700.0,MEDIANERO
3,F',15,90.56,20700.0,MEDIANERO
3,G',1,90.34,22585.0,ESQUINA
3,G',2,90.0,20700.0,MEDIANERO
3,G',3,90.0,20700.0,MEDIANERO
3,G',4,90.0,20700.0,MEDIANERO
3,G',5,90.0,20700.0,MEDIANERO
3,G',6,90.0,20700.0,MEDIANERO
3,G',7,90.0,22500.0,ESQUINA
3,G',8,90.0,20700.0,MEDIANERO
3,G',9,90.0,20700.0,MEDIANERO
3,G',10,90.0,20700.0,MEDIANERO
3,G',11,90.0,22500.0,ESQ/F/PARQUE
3,G',12,90.0,21600.0,FRE/PARQUE
3,G',13,90.0,21600.0,FRE/PARQUE
3,G',14,90.0,21600.0,FRE/PARQUE
3,G',15,90.0,21600.0,FRE/PARQUE
3,G',16,90.0,21600.0,FRE/PARQUE
3,G',17,111.25,27812.5,ESQ/F/PARQUE
3,G',18,90.05,20711.5,MEDIANERO
